filename,Transcript
Santa_Ono_105.wav," to thank our students. Those of you who have joined us, it is because of you, it is your energy, your passion, your intellect and confidence that will see"
Santa_Ono_106.wav, this institution and this nation in this world to better days ahead. Let's hear it for our students.
Santa_Ono_107.wav," Finally, I want to say something about my"
Santa_Ono_108.wav, family whose love and support of me over my lifetime has been foundational to anything that I have achieved.
Santa_Ono_109.wav," Some of you know that my parents, Takashi and Sachiko, immigrated from Japan shortly after the summer."
Santa_Ono_110.wav," Second World War, and a penny to their name, all their belongings in a single suitcase. My father taught us."
Santa_Ono_111.wav," She was a freshly minted PhD graduate, graduating from Tokyo University, and then receiving his PhD from Nagoya University."
Santa_Ono_112.wav," And he had been invited by a renowned mathematician Andre Valle, and the then director of the Princeton Institute for Advanced Study, Robert H."
Santa_Ono_113.wav, Oppenheimer to be among a select group of talented young mathematicians from Japan to be invited to be among the talented young mathematicians from Japan to be among the talented young mathematicians from Japan to be among the talented young mathematicians from Japan to be among the talented young mathematicians from Japan to be among the talented young mathematicians from Japan to be among the talented young mathematicians from Japan to be among the talented young mathematicians from Japan to be among the talented young mathematicians from Japan to be among the talented young mathematicians from Japan to be among the talented young mathematicians from Japan to be among the talented young mathematicians from Japan to be among the talented young mathematicians from Japan to be among the talented young mathematicians from Japan to be among the talented young mathematicians from Japan to be among the talented young mathematicians from Japan to be among the talented young mathematicians from Japan to be among the talented young mathematicians from Japan to be among the talented young mathematicians from Japan to be among the talented young mathematicians from Japan to be among the talented young mathematicians from Japan to be among the talented young mathematicians from Japan to be among the talented young mathematicians from Japan to be among
Santa_Ono_114.wav," visiting members of the Princeton Institute for Advanced Study, for those of you who know mathematics and physics, considered a mecca for people."
Santa_Ono_115.wav," cure mathematics and theoretical physics. My parents gave birth to my brother Memorial, who you just heard, in Tokyo, Japan."
Santa_Ono_116.wav, And I was born in Vancouver where my father was an assistant professor of mathematics.
Santa_Ono_117.wav," at the University of British Columbia. My younger brother, who's here, I think over there, over there."
Santa_Ono_118.wav, Where are you? Where? Over there. Where are you?
Santa_Ono_119.wav," Please stand up, Ken. This is my brother, Ken Ono. Thank you. Thank you."
Santa_Ono_120.wav," Ken was born in Philadelphia when my father was professor of mathematics at the University of Pennsylvania. Throughout my entire life, I was a little bit more than I thought."
Santa_Ono_121.wav," life I've been inspired by the accomplishments of my grandparents, my parents, and my brothers."
Santa_Ono_122.wav, My brother is a leading mathematician currently working in the provost office at the University of Virginia in Charlottesville.
Santa_Ono_123.wav," As you know, both Memorial and Ken are at the top of their fields in music and mathematics. Did you heard Memorial is a professor of piano at Crating the Versus?"
Santa_Ono_124.wav," and Ken is a professor of mathematics at UVA. And now my parents, although they cannot be with us today,"
Santa_Ono_125.wav," know that they're watching Be Alive Street. Thanks, mom and dad, for everything. I love you very much."
Santa_Ono_126.wav," And above everything else, I want to express my gratitude."
Santa_Ono_127.wav," to my own family. Wendy has been the rock of my life since we were married in 1989, and I'm grateful for her."
Santa_Ono_128.wav, enduring support of me. People say that being a university president is a challenging occupation.
Santa_Ono_129.wav, But anyone who has been a university president can tell you that being a partner or spouse of a university president is ten times more difficult.
Santa_Ono_130.wav, Thank you.
Santa_Ono_131.wav," And of course, I don't know where they are, but the apples of my eye, my two"
Santa_Ono_132.wav," daughters, Juliana and Sarah, who have made me so proud from the days they were born to today."
Santa_Ono_133.wav," Julianne and Sarah, where are you? Please stand up."
Santa_Ono_134.wav," So to Wendy, Juliana Sarah, my son-in-law, David."
Santa_Ono_135.wav," and our puppy Romeo. And if you know any of you know me from my Cincinnati days, I used to end graduation with a song, Lyric."
Santa_Ono_136.wav," This is going to date me, but as Debbie Boone said, you light up my life, you give me hope to carry on."
Santa_Ono_137.wav, You light up my days and fill my nights with song. Let's hear it from my family. Applause
Santa_Ono_138.wav," Now, it's with Victor and some others, and they said there are a lot of university"
Santa_Ono_139.wav," University of Chicago people here. And a number of them, I can see them right there. They're other ones. They were my classmates, and we all got our degrees"
Santa_Ono_140.wav," from Hannah Holburn great. Thank you my friends for being with me for all these years supporting me, encouraging me, you mean more to me than you can even imagine."
Santa_Ono_141.wav, Let's hear it for the University of Chicago students.
Santa_Ono_142.wav," Let me, I cannot resist being on camera to say that meat house beat Chamberlain in football."
Santa_Ono_143.wav," Inside Joe Guy. As we open this new chapter in the history of University of Michigan, let us begin."
Santa_Ono_144.wav, by looking back to our beginnings. The Northwest ordinance of 1787 declared in the words inscribed on the parapet of the
Santa_Ono_145.wav," above the beautiful angel hall. Religion, morality and knowledge are necessary to good government and the"
Santa_Ono_146.wav," happiness of mankind, schools and the means of education shall forever be encouraged."
Santa_Ono_147.wav," That document led to our founding in 1817 by Judge Augustus Woodward, Father Gabriel Rechard and Reverend John Monties."
Santa_Ono_148.wav, And as our campus grew and evolved our ethos became one of providing an uncommon education for the common person.
Santa_Ono_149.wav," In our aspiration of elevating society by lifting the distinct ineffable potential of each individual, no matter their background,"
Santa_Ono_150.wav," color or creed to be certain. We have had our short foldings as an institution, as all have."
Santa_Ono_151.wav, and we will face them honestly always walking with respect and humility. Let us remember
Santa_Ono_152.wav," It was on this stage behind this lectern, then Martin Luther King spoke in 1962 before giving his"
Santa_Ono_153.wav, I have a dream speech. That's a piece of history that commits us to continuing that work moving forward.
Santa_Ono_154.wav," forward. Today, let us be united around that same mission and purpose, the same commitment to inclusion and excellence"
Santa_Ono_155.wav, discovery and integrity. Today we have exceptional programs in science and engineering
Santa_Ono_156.wav," law, medicine, business, and the arts, the social sciences and the humanities. And let me say,"
Santa_Ono_157.wav," say, as I've said, from the corner of this continent to the other side, the liberal arts are crucially important for the development of critical"
Santa_Ono_158.wav, thinking they are more important today than ever before. Don't you agree?
Santa_Ono_159.wav," Today we are proudly, proudly a public university."
Santa_Ono_160.wav," Still aspiring to be welcoming to all inclusive of all, exceptional for all, and come an honor."
Santa_Ono_161.wav, on common education for the common person. Now there are challenges that we face. Today I submit
Santa_Ono_162.wav," that the world needs the University of Michigan more than ever before. For everywhere we look, we see a world in distress with tensions"
Santa_Ono_163.wav," rising and conflicts raging. A broad, we face a fundamental challenge between democracies and autocracies, even"
Santa_Ono_164.wav," as the bloody hands of tyrants are set against innocence, aspiring to basic rights and dignities. At home we see a child"
Santa_Ono_165.wav, between pluralism and celibacy. Between the shrill cry of political tribalism and partisanship.
Santa_Ono_166.wav, quiet call of civic engagement and citizenship. Even today we are wrestling with racism and inequality.
Santa_Ono_167.wav," and injustice, and as heirs to the unfinished work of Martin Luther King Jr., we cannot, we will not falter."
Santa_Ono_168.wav, in that task and responsibility. We're all also grappling with the long-term impacts of the COVID crisis.
Santa_Ono_169.wav," Even as we prepare for the next pandemic, above all, we must address the climate emergency."
Santa_Ono_170.wav, Our planet is growing warmer and warmer. Our natural environment is deteriorating and none of us is immune from its death.
Santa_Ono_171.wav, devastating impacts. The climate crisis is the existential challenge of our time.
Santa_Ono_172.wav, We know that the world is searching for solutions.
Santa_Ono_173.wav," And I can tell you, I already have engaged with the deans and many leaders of institutes of this institution and they have come back to me yesterday."
Santa_Ono_174.wav, with an exciting and bold vision of how the world can look to the University of Michigan to confront this existential challenge.
Santa_Ono_175.wav, Thank you for your leadership to the deans and heads and directors of this universe. Let's hear it for them. Applause
Santa_Ono_176.wav, Challenges notwithstanding. Let's remember that we are here to find solutions.
Santa_Ono_177.wav, for it was here on the steps of the Michigan Union that the Senator John F. Kennedy gave the speech that inspired him.
Santa_Ono_178.wav," the world and launched the Peace Corps. Since then, nearly 3,000 universities of Michigan alumni have volunteered to change lives around the world."
Santa_Ono_179.wav," around the world through public service. Today through our Ford School, we are showing that collaboration and partnership are a better solution."
Santa_Ono_180.wav," to give just one example. Luke Schaefer, the school's associate dean for academic affairs, had a"
Santa_Ono_181.wav," critical role in the expansion of the child tax credit in 2021, which is received support from both sides of the aisle and has been hailed as"
Santa_Ono_182.wav, one of the most successful anti-poverty measures ever signed into law. Thanks to its multifaceted expertise.
Santa_Ono_183.wav," impact and policy reach. The Ford School, named after Gerald Ford, remains a leader in domestic and"
Santa_Ono_184.wav, international policy education and a leading hub for engagement with the foreign policy community. Yet as we look to salute
Santa_Ono_185.wav," solutions abroad, we must acknowledge that we still have challenges at home. Racism is one of America's original sins."
Santa_Ono_186.wav, And the University of Michigan has not been immune from participating in racism. We have excluded and segregated
Santa_Ono_187.wav," because of their race or gender, ethnicity, religious faith, or sexual orientation."
Santa_Ono_188.wav, doing so if you think about it. We have robbed those individuals and our university and our world of their incredible talent and potential.
Santa_Ono_189.wav, potential. We must not do it again. Our nation is searching for a better way to deliver on the promises of justice
Santa_Ono_190.wav, inclusion and diversity. So let us join hands together here at the University of Michigan. And let us remember that previous University of Michigan
Santa_Ono_191.wav," the Michigan Presidents, like Lee Bolanger, Jim Deuterstadt, and Mary Sue Coleman set an example by going to the Supreme Court"
Santa_Ono_192.wav, to defend admissions policies intended to achieve a more diverse student body. We salute them. Let's give them a round of applause.
Santa_Ono_193.wav, made it for us.
Santa_Ono_194.wav," And we will not waver as an institution. We've embarked on an inclusive history project, which is being led by professors Elizabeth"
Santa_Ono_195.wav," all and Earl Lewis. This process of self discovery will sometimes be difficult, painful, but it is cruel."
Santa_Ono_196.wav," for acknowledging our past and truthful way with clear eyes in plain sight, we can better move forward together with the"
Santa_Ono_197.wav," a firm step for true equity and inclusion. In January, we released the results of our DEI 1.0 initiative, which made"
Santa_Ono_198.wav," clear that while we have made progress and we have, that we still have much more to do. So, as we look to D.I."
Santa_Ono_199.wav," 2.0 let us strive to nurture, thoughtful, and understanding citizens, and further establish campuses and communities where each individual"
Santa_Ono_200.wav," The visual can live in peace and safety, and can learn and grow and thrive, and in turn give back to their families, their neighbors."
Santa_Ono_201.wav," neighborhoods, the nation and the world. As we do so, we must also address the current and future threat of pandemic."
Santa_Ono_202.wav, across history they have shaken societies and destroyed untold lives. We have seen it happen in front of our own eyes.
Santa_Ono_203.wav," of the past several years. Yet here too, the University of Michigan has an almost unparalleled track record"
Santa_Ono_204.wav," to provide solutions. In early 1940s, two outstanding University of Michigan public health physicians"
Santa_Ono_205.wav," Thomas Francis Jr. and his young mentee, Jonas Salk, isolated some of the first strains of influenza."
Santa_Ono_206.wav," and developed the first flu vaccine. Several years later, Salk developed a vaccine against the dreaded polio virus and frail"
Santa_Ono_207.wav, Francis here at the University of Michigan led the clinical trials that proved that the vaccine was self-safe and effective.
Santa_Ono_208.wav," Within a decade of their announcement in 1955, Polio was eliminated from this country, and eventually most of the world."
Santa_Ono_209.wav, That is the reach. That is the impact of this great institution. And we can do it again. Against the unremitting rise of
Santa_Ono_210.wav," new diseases, we continue as faculty and students to discover, innovate, explore, adapt, and heal those who are."
Santa_Ono_211.wav," are sick. In 1999, we established, under leadership of Mary Su Coleman, the Life Sciences Institute."
Santa_Ono_212.wav, which was designed to foster interdisciplinary research and creative risk taking and strengthen the connections across our world class.
Santa_Ono_213.wav, life sciences community and other sciences that could strengthen and synergize with that expertise to provide the solutions that we
Santa_Ono_214.wav, need so capably led now by Dr. Roger Cohn. And through our biosciences initiative we are
Santa_Ono_215.wav, building today on University of Michigan strengths in the areas of biosciences that will have a global impact. Today our staff
Santa_Ono_216.wav, at Michigan Medicine. Continues to serve patients and their loved ones with relentless compassion and excellence. As we
Santa_Ono_217.wav, We attend to the physical health of our community. We must also support their full wellness as individuals.
Santa_Ono_218.wav," The students that we love, Generation Z, is facing a wave of anxiety and depression disorders."
Santa_Ono_219.wav," partially because of the pandemic. It's a challenge or students, staff, and faculty face every day."
Santa_Ono_220.wav, I understand. That's why I'm so pleased that the University of Michigan was one of the first American schools to adopt
Santa_Ono_221.wav," the Okanagan Charter, which commits us as an institution to promoting the health and well-being of each person across our three campuses."
Santa_Ono_222.wav," We've also established the well-being collective, which takes a holistic approach to the development and wellness of the whole world."
Santa_Ono_223.wav, person and in turn the whole community. Student health and wellbeing will be
Santa_Ono_224.wav, is one of my highest priorities as president of the University of Michigan.
Santa_Ono_225.wav, So let us walk together towards wellness and wholeness and
Santa_Ono_226.wav," at Michigan. Finally, we must address that most vexing exercise"
Santa_Ono_227.wav," the time, the climate emergency. Here as well, University of Michigan has long been"
Santa_Ono_228.wav," in the lead and his poise to lead even further. In 1881, we became the first US University to offer classes in forestry."
Santa_Ono_229.wav, And we know that understanding the impact of climate change on forests and the importance of biodiversity in being one powerful force in mitigating climate change.
Santa_Ono_230.wav, change is going to be important. Over time it became our school of environment and sustainability which today is a leader in environmental education.
Santa_Ono_231.wav, research and action across the institution we have over 750 faculty focused on the climate emergency. We are building
Santa_Ono_232.wav," building and initiatives to spur multidisciplinary innovations towards climate action, like the Graham Sustainability Institute, the Institute for Energy Solutions."
Santa_Ono_233.wav," M.I. Hydrogen and the Carbon Neutrality Acceleration Program. As we work towards carbon neutrality on all three campuses,"
Santa_Ono_234.wav, of our approaches to electricity from renewable sources by 2025.
Santa_Ono_235.wav, 5 and we will eliminate all of our greenhouse gas emissions from direct campus sources by 2040. This is an emergency
Santa_Ono_236.wav, and we will step up our efforts. Thank you. The umh ha-ha-ha.
Santa_Ono_237.wav, and we will continue to incorporate carbon neutrality into our new building projects and by engaging with communities to ensure that our strategies are just as
Santa_Ono_238.wav, equitable. We are seeking extensive on-campus solar power installations when we are the largest of any institution in the United States and collaborating
Santa_Ono_239.wav," closely in this effort with the city of Ann Arbor, and we are grateful to have a great mayor of Ann Arbor."
Santa_Ono_240.wav," Today we are in the midst of a national surge for a sustainable,"
Santa_Ono_241.wav," leader. And we're developing a university wide structure designed to elevate and unite sustainability scholarship, teaching and community engagement."
Santa_Ono_242.wav, Because all of that will be necessary for us to solve this existential challenge. Our world is facing the fiery challenge of
Santa_Ono_243.wav," our time, as well as others ranging from aging populations to the ongoing rise of increasingly sophisticated artificial intelligence."
Santa_Ono_244.wav," Together, let us find solutions to these challenges, just like the University of Michigan has done for centuries."
Santa_Ono_245.wav," Let us transform our excellence into action and impact. And let us create a brighter, stronger, and more vibrant,"
Santa_Ono_246.wav," University, one dedicated to egalitarian excellence in service to humanity and better prepared and positioned"
Santa_Ono_247.wav, to educate tomorrow's leaders who are our students today. I trust
Santa_Ono_248.wav," that each student who graduates from this exceptional university, whether this year or ten years hence, 25 years from now."
Santa_Ono_249.wav," Now, I hope that they will have a deep sense of gratitude for the education that they have received, as well as a profound understanding of the education they have received."
Santa_Ono_250.wav, understanding of the responsibility that comes with that education and a lifelong commitment to leverage their learning to make a difference in society.
Santa_Ono_251.wav, society and in service to others. Let us make that the resonant debt of University of Michigan.
Santa_Ono_252.wav, So let us build.
Santa_Ono_253.wav, that university together. For at University of Michigan we have an unparalleled capacity to connect.
Santa_Ono_254.wav," And we must connect now as never before. We have world-leading experts, exceptional graduates,"
Santa_Ono_255.wav," programs, incredible strengths in interdisciplinary studies. We also have an outstanding diversity of talented students."
Santa_Ono_256.wav, Each with unique perspectives and talents and the high confidence that we can change the world.
Santa_Ono_257.wav, I have no doubt we can and we will if we do so together by building bridges.
Santa_Ono_258.wav," I aspire to see us become even more interdisciplinary, even more interconnected than we are."
Santa_Ono_259.wav," I can tell you and speaking to the deans and hedged directors, they share that passion and that goal. Today we have an impact on the world."
Santa_Ono_260.wav," incredible range of multidisciplinary efforts and programs, ranging from our recently announced arts initiative to our Center for RNA Biomedicine."
Santa_Ono_261.wav," to our space institute. But we can build on those efforts, connecting in new ways across academic boundaries and open"
Santa_Ono_262.wav," new horizons. We must also come closer together across our campuses, strengthening the bonds between the two sides."
Santa_Ono_263.wav," between Flint, Dearborn, and Ann Arbor, and building deeper connections to centers across our state, such as the Sparrow Health System."
Santa_Ono_264.wav," in Lansing and the University of Michigan Center for Innovation in Detroit, where we will break ground this year."
Santa_Ono_265.wav, As we come closer together as a university.
Santa_Ono_266.wav," We must also come together as a state, a nation, and a global community. We heard from Jenny,"
Santa_Ono_267.wav, in the Poletano earlier today. Our leadership now of the University Climate Change Coalition are part of the
Santa_Ono_268.wav," partnerships with the AAU universities, the U7 plus the Lions of World Universities and others, to say nothing of our research engagement"
Santa_Ono_269.wav," with a vast range of federal agencies, these are all essentials. Yet we can do so much more to you."
Santa_Ono_270.wav," together. For that reason, we have embarked on a strategic visioning process. One designed to sharpen our impact and determine"
Santa_Ono_271.wav," who we are as a university, what we stand for, where we want to go, where we want to play, and what we want to do."
Santa_Ono_272.wav," we aspire to achieve as a great public university. Over this next several months, our entire university community"
Santa_Ono_273.wav," will engage, is already engaging in a collective process to imagine our future and chart our course ahead."
Santa_Ono_274.wav," This vision will be about what we can do, what we aspire to do together. As I said, it's so crucial that we do"
Santa_Ono_275.wav," so now. If we look at history, universities typically evolve and change gradually. It is"
Santa_Ono_276.wav," often a deliberate considered pace that universities add new infrastructure, higher new staff and faculty."
Santa_Ono_277.wav," But if you look at that history as is described very eloquently in President Deuter-Stats book at the helm, universities may also"
Santa_Ono_278.wav, go through periods of sudden rapid change through a punctuated equilibrium that opens new horizons and sets them on a decisive new
Santa_Ono_279.wav," trajectory. To give a few examples, if you look back to 1854, President Henry Tappen,"
Santa_Ono_280.wav," had a vision of creating here at the University of Michigan, one of the first true American research universities."
Santa_Ono_281.wav," That vision was followed with decisive action. The installation of the third largest refracting telescope in the world, I was now called"
Santa_Ono_282.wav," the Detroit Observatory, now surrounded by medical buildings of Michigan medicine. And the recruitment at that time of University of Michigan's first PhD faculty"
Santa_Ono_283.wav," faculty member Franz Brunov to use it for research and education. It was a bold vision, a bold recruitment, and a bold environment."
